DetectionTime,SensorID,trackingID,objectType,Latitude,Longitude,Speed,Heading
2024-11-21 15:.721,0102040204,2116,1,36.339803400000,124.776795900000,13,211
2024-11-21 15:.762,0102040204,2116,1,36.339798000000,124.776792700000,58,210
2024-11-21 15:.800,0102040204,2116,1,36.339792800000,124.776789500000,59,211
2024-11-21 15:.850,0102040204,2116,1,36.339787600000,124.776786300000,47,211
2024-11-21 15:.887,0102040204,2116,1,36.339782900000,124.776783500000,56,210
2024-11-21 15:.928,0102040204,2116,1,36.339777300000,124.776780100000,78,211
2024-11-21 15:.000,0102040204,2116,1,36.339771700000,124.776776700000,30,211
2024-11-21 15:.043,0102040204,2116,1,36.339766400000,124.776773500000,54,211
2024-11-21 15:.087,0102040204,2116,1,36.339761500000,124.776770600000,49,210
2024-11-21 15:.174,0102040204,2116,1,36.339756400000,124.776767400000,26,212
2024-11-21 15:.207,0102040204,2116,1,36.339751800000,124.776764600000,62,211
2024-11-21 15:.238,0102040204,2116,1,36.339747600000,124.776762000000,88,211
2024-11-21 15:.717,0102040204,2116,1,36.339738700000,124.776756600000,8,211
2024-11-21 15:.765,0102040204,2116,1,36.339730400000,124.776751500000,76,211
2024-11-21 15:.918,0102040204,2116,1,36.339722800000,124.776746800000,23,211
2024-11-21 15:.195,0102040204,2117,1,37.239337800000,126.772875100000,0,0
2024-11-21 15:.236,0102040204,2117,1,37.242776400000,126.775968100000,100,41
2024-11-21 15:.372,0102040204,2117,1,37.242017000000,126.775285000000,100,221
2024-11-21 15:.380,0102040204,2117,1,37.241628200000,126.774938400000,100,221
2024-11-21 15:.398,0102040204,2117,1,37.241394500000,126.774729800000,100,221
2024-11-21 15:.414,0102040204,2117,1,37.241238300000,126.774590200000,100,221
2024-11-21 15:.591,0102040204,2117,1,37.241126300000,126.774490000000,100,221
2024-11-21 15:.631,0102040204,2117,1,37.241040800000,126.774414100000,100,221
2024-11-21 15:.675,0102040204,2117,1,37.240973100000,126.774354400000,100,221
2024-11-21 15:.707,0102040204,2117,1,37.240918600000,126.774306600000,100,221
2024-11-21 15:.749,0102040204,2117,1,37.240873100000,126.774266900000,100,221
2024-11-21 15:.806,0102040204,2117,1,37.240832500000,126.774232200000,100,220
2024-11-21 15:.842,0102040204,2117,1,37.240796300000,126.774201900000,100,219
2024-11-21 15:.888,0102040204,2117,1,37.240765000000,126.774175700000,100,219
2024-11-21 15:.958,0102040204,2117,1,37.240737900000,126.774152900000,100,220
2024-11-21 15:.993,0102040204,2117,1,37.240712800000,126.774132200000,100,219
2024-11-21 15:.030,0102040204,2117,1,37.240689900000,126.774113500000,100,219
2024-11-21 15:.057,0102040204,2117,1,37.240669200000,126.774096600000,100,219
2024-11-21 15:.172,0102040204,2117,1,37.240650800000,126.774081500000,76,219
2024-11-21 15:.207,0102040204,2117,1,37.240634200000,126.774067800000,100,219
2024-11-21 15:.213,0102040204,2117,1,37.240618800000,126.774055100000,100,219
2024-11-21 15:.236,0102040204,2117,1,37.240604200000,126.774043100000,100,219
2024-11-21 15:.395,0102040204,2117,1,37.240590200000,126.774031800000,41,218
2024-11-21 15:.439,0102040204,2117,1,37.240577100000,126.774021300000,100,218
2024-11-21 15:.442,0102040204,2117,1,37.240564700000,126.774011300000,100,218
2024-11-21 15:.467,0102040204,2117,1,37.240553100000,126.774001800000,100,219
2024-11-21 15:.581,0102040204,2117,1,37.240542000000,126.773992900000,42,218
2024-11-21 15:.623,0102040204,2117,1,37.240530400000,126.773983900000,100,217
2024-11-21 15:.678,0102040204,2117,1,37.240519000000,126.773975200000,100,217
2024-11-21 15:.775,0102040204,2117,1,37.240508100000,126.773966900000,47,217
2024-11-21 15:.785,0102040204,2117,1,37.240498000000,126.773959000000,100,218
2024-11-21 15:.791,0102040204,2117,1,37.240487700000,126.773951100000,100,217
2024-11-21 15:.828,0102040204,2117,1,37.240477500000,126.773943400000,100,217
2024-11-21 15:.987,0102040204,2117,1,37.240467600000,126.773935800000,27,217
2024-11-21 15:.022,0102040204,2117,1,37.240458000000,126.773928600000,100,216
2024-11-21 15:.055,0102040204,2117,1,37.240448700000,126.773921600000,100,216
2024-11-21 15:.094,0102040204,2117,1,37.240439600000,126.773914700000,100,217
2024-11-21 15:.144,0102040204,2117,1,37.240430600000,126.773907900000,83,217
2024-11-21 15:.292,0102040204,2117,1,37.240421400000,126.773901000000,29,216
2024-11-21 15:.297,0102040204,2117,1,37.240412500000,126.773894300000,100,216
2024-11-21 15:.317,0102040204,2117,1,37.240403500000,126.773887600000,100,216
2024-11-21 15:.349,0102040204,2117,1,37.240395000000,126.773881100000,100,217
2024-11-21 15:.534,0102040204,2117,1,37.240386400000,126.773874600000,20,217
2024-11-21 15:.571,0102040204,2117,1,37.240377700000,126.773868200000,100,216
2024-11-21 15:.580,0102040204,2117,1,37.240369100000,126.773861800000,100,216
2024-11-21 15:.607,0102040204,2117,1,37.240361000000,126.773855800000,100,216
2024-11-21 15:.743,0102040204,2117,1,37.240352700000,126.773849700000,28,216
2024-11-21 15:.781,0102040204,2117,1,37.240344200000,126.773843500000,100,216
2024-11-21 15:.826,0102040204,2117,1,37.240336400000,126.773837600000,81,217
2024-11-21 15:.866,0102040204,2117,1,37.240328000000,126.773831500000,98,215
2024-11-21 15:.910,0102040204,2117,1,37.240319600000,126.773825400000,86,215
2024-11-21 15:.949,0102040204,2117,1,37.240311800000,126.773819700000,100,216
2024-11-21 15:.984,0102040204,2117,1,37.240304500000,126.773814300000,76,216
2024-11-21 15:.140,0102040204,2117,1,37.240295000000,126.773807600000,27,215
2024-11-21 15:.178,0102040204,2117,1,37.240286200000,126.773801300000,100,215
2024-11-21 15:.229,0102040204,2117,1,37.240278000000,126.773795400000,74,215
2024-11-21 15:.424,0102040204,2117,1,37.240267700000,126.773788300000,22,214
2024-11-21 15:.473,0102040204,2117,1,37.240257500000,126.773781200000,95,214
2024-11-21 15:.541,0102040204,2117,1,37.240247400000,126.773774300000,68,214
2024-11-21 15:.575,0102040204,2117,1,37.240238100000,126.773767800000,100,214
2024-11-21 15:.619,0102040204,2117,1,37.240229400000,126.773761700000,100,215
2024-11-21 15:.878,0102040204,2117,1,37.240219100000,126.773754700000,18,214
2024-11-21 15:.894,0102040204,2117,1,37.240209500000,126.773748200000,100,214
2024-11-21 15:.929,0102040204,2117,1,37.240199800000,126.773741500000,100,214
2024-11-21 15:.948,0102040204,2117,1,37.240190200000,126.773735000000,100,214
2024-11-21 15:.005,0102040204,2117,1,37.240181000000,126.773728600000,63,214
2024-11-21 15:.115,0102040204,2117,1,37.240172100000,126.773722500000,36,214
2024-11-21 15:.150,0102040204,2117,1,37.240163300000,126.773716600000,100,213
2024-11-21 15:.169,0102040204,2117,1,37.240154800000,126.773710800000,100,214
2024-11-21 15:.181,0102040204,2117,1,37.240146500000,126.773705100000,100,214
2024-11-21 15:.344,0102040204,2117,1,37.240138900000,126.773699900000,21,214
2024-11-21 15:.389,0102040204,2117,1,37.240131900000,126.773695100000,90,214
2024-11-21 15:.392,0102040204,2117,1,37.240124600000,126.773690200000,100,213
2024-11-21 15:.410,0102040204,2117,1,37.240117400000,126.773685300000,100,214
2024-11-21 15:.510,0102040204,2117,1,37.240110900000,126.773680900000,29,214
2024-11-21 15:.555,0102040204,2117,1,37.240104900000,126.773676800000,61,214
2024-11-21 15:.705,0102040204,2117,1,37.240097400000,126.773671800000,22,213
2024-11-21 15:.746,0102040204,2117,1,37.240090600000,126.773667300000,75,213
2024-11-21 15:.776,0102040204,2117,1,37.240082900000,126.773662200000,100,213
2024-11-21 15:.844,0102040204,2117,1,37.240075500000,126.773657300000,48,213
2024-11-21 15:.880,0102040204,2117,1,37.240068700000,126.773652800000,87,213
2024-11-21 15:.407,0102040204,2118,1,37.242338200000,126.775750800000,0,0
2024-11-21 15:.472,0102040204,2118,1,37.241582100000,126.775069900000,100,222
2024-11-21 15:.514,0102040204,2118,1,37.241204000000,126.774728900000,100,222
2024-11-21 15:.541,0102040204,2118,1,37.240982500000,126.774527800000,100,222
2024-11-21 15:.583,0102040204,2118,1,37.240837200000,126.774395100000,100,222
2024-11-21 15:.639,0102040204,2118,1,37.240734500000,126.774301000000,100,222
2024-11-21 15:.671,0102040204,2118,1,37.240658300000,126.774230900000,100,222
2024-11-21 15:.727,0102040204,2118,1,37.240600000000,126.774177100000,100,222
2024-11-21 15:.775,0102040204,2118,1,37.240555000000,126.774134900000,100,223
2024-11-21 15:.841,0102040204,2118,1,37.240518900000,126.774100800000,100,223
2024-11-21 15:.872,0102040204,2118,1,37.240490100000,126.774073300000,100,223
2024-11-21 15:.916,0102040204,2118,1,37.240466300000,126.774050300000,100,224
2024-11-21 15:.956,0102040204,2118,1,37.240446900000,126.774031200000,100,224
2024-11-21 15:.069,0102040204,2118,1,37.240430900000,126.774015100000,72,225
2024-11-21 15:.093,0102040204,2118,1,37.240417100000,126.774001100000,100,225
2024-11-21 15:.109,0102040204,2118,1,37.240404400000,126.773988500000,100,224
2024-11-21 15:.124,0102040204,2118,1,37.240394900000,126.773978300000,100,227
2024-11-21 15:.290,0102040204,2118,1,37.240385800000,126.773968900000,28,225
2024-11-21 15:.336,0102040204,2118,1,37.240377200000,126.773960000000,100,225
2024-11-21 15:.365,0102040204,2118,1,37.240373900000,126.773954900000,73,237
2024-11-21 15:.438,0102040204,2118,1,37.240371200000,126.773950400000,24,239
2024-11-21 15:.523,0102040204,2118,1,37.240368200000,126.773945900000,19,236
2024-11-21 15:.563,0102040204,2118,1,37.240364800000,126.773941400000,50,232
2024-11-21 15:.601,0102040204,2118,1,37.240363200000,126.773937900000,33,245
2024-11-21 15:.641,0102040204,2118,1,37.240361300000,126.773934300000,34,242
2024-11-21 15:.672,0102040204,2118,1,37.240359000000,126.773930700000,48,237
2024-11-21 15:.270,0102040204,2119,1,37.239135200000,126.772803800000,0,0
2024-11-21 15:.378,0102040204,2119,1,37.242576100000,126.775898500000,100,41
2024-11-21 15:.428,0102040204,2119,1,37.241827000000,126.775221400000,100,222
2024-11-21 15:.503,0102040204,2119,1,37.241453200000,126.774882800000,100,222
2024-11-21 15:.543,0102040204,2119,1,37.241230300000,126.774680500000,100,222
2024-11-21 15:.584,0102040204,2119,1,37.241083300000,126.774546400000,100,222
2024-11-21 15:.623,0102040204,2119,1,37.240977200000,126.774449900000,100,222
2024-11-21 15:.666,0102040204,2119,1,37.240896900000,126.774377100000,100,222
2024-11-21 15:.823,0102040204,2119,1,37.240846300000,126.774328200000,100,224
2024-11-21 15:.900,0102040204,2119,1,37.240808600000,126.774290800000,100,224
2024-11-21 15:.944,0102040204,2119,1,37.240776100000,126.774259200000,100,224
2024-11-21 15:.994,0102040204,2119,1,37.240747800000,126.774232000000,100,223
2024-11-21 15:.164,0102040204,2119,1,37.240733700000,126.774215300000,45,229
2024-11-21 15:.200,0102040204,2119,1,37.240723000000,126.774201700000,100,231
2024-11-21 15:.243,0102040204,2119,1,37.240712200000,126.774189000000,100,229
2024-11-21 15:.243,0102040204,2120,1,36.338381400000,124.776063300000,0,0
2024-11-21 15:.271,0102040204,2119,1,37.240701600000,126.774177100000,100,228
2024-11-21 15:.271,0102040204,2120,1,36.341192400000,124.777558200000,100,28
2024-11-21 15:.327,0102040204,2120,1,36.340577900000,124.777231900000,100,207
2024-11-21 15:.402,0102040204,2120,1,36.340271300000,124.777069200000,100,207
2024-11-21 15:.442,0102040204,2120,1,36.340089300000,124.776973100000,100,207
2024-11-21 15:.495,0102040204,2119,1,37.240697400000,126.774169900000,13,239
2024-11-21 15:.495,0102040204,2120,1,36.339969500000,124.776909900000,100,207
2024-11-21 15:.537,0102040204,2119,1,37.240694300000,126.774163900000,55,242
2024-11-21 15:.537,0102040204,2120,1,36.339885200000,124.776865700000,100,207
2024-11-21 15:.572,0102040204,2119,1,37.240690400000,126.774157700000,55,237
2024-11-21 15:.572,0102040204,2120,1,36.339823900000,124.776833800000,100,207
2024-11-21 15:.604,0102040204,2119,1,37.240685900000,126.774151600000,83,233
2024-11-21 15:.604,0102040204,2120,1,36.339777200000,124.776809600000,100,207
2024-11-21 15:.652,0102040204,2120,1,36.339741700000,124.776791600000,100,206
2024-11-21 15:.708,0102040204,2120,1,36.339714000000,124.776777600000,100,206
2024-11-21 15:.744,0102040204,2120,1,36.339690900000,124.776766000000,100,206
2024-11-21 15:.798,0102040204,2120,1,36.339673100000,124.776757400000,100,205
2024-11-21 15:.849,0102040204,2120,1,36.339659200000,124.776750900000,100,205
2024-11-21 15:.897,0102040204,2120,1,36.339648000000,124.776745900000,99,204
2024-11-21 15:.967,0102040204,2120,1,36.339638800000,124.776741800000,55,204
2024-11-21 15:.004,0102040204,2120,1,36.339631600000,124.776738700000,81,203
2024-11-21 15:.036,0102040204,2120,1,36.339625600000,124.776736300000,79,201
2024-11-21 15:.079,0102040204,2120,1,36.339620500000,124.776734300000,49,201
2024-11-21 15:.125,0102040204,2120,1,36.339616800000,124.776733100000,33,197
2024-11-21 15:.167,0102040204,2120,1,36.339613900000,124.776732400000,28,193
2024-11-21 15:.202,0102040204,2120,1,36.339611500000,124.776731800000,21,194
2024-11-21 15:.254,0102040204,2120,1,36.339609900000,124.776731800000,12,180
2024-11-21 15:.300,0102040204,2120,1,36.339609200000,124.776732200000,6,150
2024-11-21 15:.357,0102040204,2120,1,36.339609200000,124.776733000000,5,90
2024-11-21 15:.404,0102040204,2120,1,36.339609600000,124.776734100000,8,70
2024-11-21 15:.440,0102040204,2120,1,36.339610300000,124.776735300000,10,59
2024-11-21 15:.525,0102040204,2120,1,36.339611100000,124.776736500000,6,56
2024-11-21 15:.595,0102040204,2120,1,36.339612900000,124.776738400000,13,46
2024-11-21 15:.636,0102040204,2120,1,36.339615100000,124.776740400000,26,42
2024-11-21 15:.662,0102040204,2120,1,36.339617000000,124.776742300000,27,45
2024-11-21 15:.802,0102040204,2120,1,36.339619300000,124.776744400000,8,42
2024-11-21 15:.817,0102040204,2120,1,36.339621800000,124.776746700000,100,42
2024-11-21 15:.820,0102040204,2120,1,36.339624200000,124.776748900000,91,42
2024-11-21 15:.850,0102040204,2120,1,36.339626700000,124.776751100000,41,41
2024-11-21 15:.998,0102040204,2120,1,36.339629400000,124.776753400000,9,40
2024-11-21 15:.099,0102040204,2120,1,36.339632200000,124.776755900000,13,41
2024-11-21 15:.139,0102040204,2120,1,36.339635000000,124.776758200000,33,39
2024-11-21 15:.175,0102040204,2120,1,36.339637900000,124.776760700000,39,40
2024-11-21 15:.218,0102040204,2120,1,36.339640600000,124.776763000000,30,40
2024-11-21 15:.247,0102040204,2120,1,36.339644300000,124.776766000000,61,39
2024-11-21 15:.311,0102040204,2120,1,36.339648300000,124.776769100000,25,37
2024-11-21 15:.350,0102040204,2120,1,36.339652600000,124.776772400000,51,37
2024-11-21 15:.392,0102040204,2120,1,36.339656800000,124.776775700000,46,38
2024-11-21 15:.465,0102040204,2120,1,36.339660800000,124.776778900000,30,38
2024-11-21 15:.493,0102040204,2120,1,36.339665200000,124.776782300000,53,37
2024-11-21 15:.538,0102040204,2120,1,36.339669800000,124.776785800000,62,37
2024-11-21 15:.579,0102040204,2120,1,36.339674400000,124.776789400000,53,38
2024-11-21 15:.711,0102040204,2120,1,36.339679200000,124.776793000000,15,36
2024-11-21 15:.728,0102040204,2120,1,36.339683700000,124.776796400000,100,37
2024-11-21 15:.736,0102040204,2120,1,36.339688000000,124.776799700000,100,37
2024-11-21 15:.759,0102040204,2120,1,36.339692700000,124.776803300000,94,37
2024-11-21 15:.935,0102040204,2120,1,36.339697000000,124.776806600000,11,37
2024-11-21 15:.975,0102040204,2120,1,36.339701500000,124.776809900000,52,36
2024-11-21 15:.019,0102040204,2120,1,36.339705800000,124.776813100000,45,36
2024-11-21 15:.051,0102040204,2120,1,36.339710000000,124.776816300000,47,37
2024-11-21 15:.094,0102040204,2120,1,36.339714000000,124.776819300000,43,36
2024-11-21 15:.134,0102040204,2120,1,36.339718900000,124.776822800000,56,35
2024-11-21 15:.172,0102040204,2120,1,36.339724500000,124.776826800000,67,35
2024-11-21 15:.244,0102040204,2120,1,36.339729500000,124.776830400000,32,35
2024-11-21 15:.283,0102040204,2120,1,36.339734000000,124.776833600000,52,35
2024-11-21 15:.736,0102040204,2121,2,37.238895500000,126.772655400000,0,0
2024-11-21 15:.770,0102040204,2121,2,37.242337500000,126.775751300000,100,41
2024-11-21 15:.813,0102040204,2121,2,37.241581000000,126.775070700000,100,221
2024-11-21 15:.842,0102040204,2121,2,37.241206200000,126.774732300000,100,222
2024-11-21 15:.894,0102040204,2121,2,37.240984000000,126.774531000000,100,222
2024-11-21 15:.944,0102040204,2121,2,37.240837300000,126.774397700000,100,222
2024-11-21 15:.983,0102040204,2121,2,37.240733200000,126.774302900000,100,222
2024-11-21 15:.067,0102040204,2121,2,37.240656800000,126.774232900000,100,222
2024-11-21 15:.106,0102040204,2121,2,37.240598400000,126.774179000000,100,222
2024-11-21 15:.147,0102040204,2121,2,37.240552400000,126.774136300000,100,222
2024-11-21 15:.194,0102040204,2121,2,37.240515100000,126.774101700000,100,222
2024-11-21 15:.228,0102040204,2121,2,37.240484700000,126.774073200000,100,223
2024-11-21 15:.292,0102040204,2121,2,37.240459500000,126.774049500000,100,223
2024-11-21 15:.336,0102040204,2121,2,37.240438300000,126.774029300000,100,223
2024-11-21 15:.360,0102040204,2121,2,37.240420500000,126.774012400000,100,223
2024-11-21 15:.438,0102040204,2121,2,37.240405400000,126.773997700000,100,224
2024-11-21 15:.471,0102040204,2121,2,37.240393200000,126.773985500000,100,225
2024-11-21 15:.512,0102040204,2121,2,37.240382900000,126.773975000000,100,225
2024-11-21 15:.562,0102040204,2121,2,37.240373900000,126.773965800000,93,225
2024-11-21 15:.607,0102040204,2121,2,37.240366600000,126.773957900000,100,227
2024-11-21 15:.632,0102040204,2121,2,37.240360400000,126.773951000000,94,228
2024-11-21 15:.700,0102040204,2121,2,37.240355100000,126.773945000000,41,228
2024-11-21 15:.744,0102040204,2121,2,37.240349900000,126.773939200000,64,228
2024-11-21 15:.783,0102040204,2121,2,37.240345900000,126.773934500000,56,229
2024-11-21 15:.828,0102040204,2121,2,37.240342300000,126.773930200000,54,230
2024-11-21 15:.861,0102040204,2121,2,37.240339300000,126.773926400000,40,231
2024-11-21 15:.945,0102040204,2121,2,37.240336200000,126.773922500000,24,231
2024-11-21 15:.989,0102040204,2121,2,37.240332800000,126.773918700000,41,228
2024-11-21 15:.544,0102040204,2120,1,36.339762500000,124.776850500000,5,30
2024-11-21 15:.580,0102040204,2120,1,36.339789300000,124.776866400000,100,30
2024-11-21 15:.629,0102040204,2120,1,36.339814500000,124.776881300000,100,30
2024-11-21 15:.784,0102040204,2120,1,36.339841600000,124.776896900000,72,29
2024-11-21 15:.820,0102040204,2120,1,36.339868500000,124.776912400000,100,29
2024-11-21 15:.890,0102040204,2120,1,36.339894900000,124.776927500000,100,29
2024-11-21 15:.945,0102040204,2120,1,36.339920200000,124.776941900000,100,29
2024-11-21 15:.984,0102040204,2120,1,36.339944800000,124.776955700000,100,29
2024-11-21 15:.010,0102040204,2120,1,36.339968300000,124.776968900000,100,29
2024-11-21 15:.051,0102040204,2120,1,36.339990400000,124.776981300000,100,29
2024-11-21 15:.123,0102040204,2120,1,36.340011000000,124.776992700000,100,28
2024-11-21 15:.176,0102040204,2120,1,36.340030600000,124.777003400000,100,28
2024-11-21 15:.203,0102040204,2120,1,36.340049400000,124.777013600000,100,28
2024-11-21 15:.248,0102040204,2120,1,36.340067100000,124.777023100000,100,28
2024-11-21 15:.248,0102040204,2122,1,37.239151300000,126.772827800000,0,0
2024-11-21 15:.318,0102040204,2120,1,36.340083900000,124.777032100000,100,28
2024-11-21 15:.318,0102040204,2122,1,37.242595100000,126.775924300000,100,41
2024-11-21 15:.351,0102040204,2120,1,36.340100100000,124.777040600000,100,27
2024-11-21 15:.351,0102040204,2122,1,37.241836700000,126.775241800000,100,221
2024-11-21 15:.403,0102040204,2120,1,36.340115500000,124.777048700000,100,27
2024-11-21 15:.403,0102040204,2122,1,37.241455100000,126.774898500000,100,221
2024-11-21 15:.443,0102040204,2120,1,36.340129600000,124.777055900000,100,27
2024-11-21 15:.473,0102040204,2120,1,36.340142400000,124.777062400000,100,26
2024-11-21 15:.548,0102040204,2120,1,36.340153900000,124.777068200000,76,26
2024-11-21 15:.548,0102040204,2122,1,37.241235700000,126.774699000000,100,222
2024-11-21 15:.589,0102040204,2120,1,36.340164300000,124.777073400000,100,26
2024-11-21 15:.589,0102040204,2122,1,37.241090700000,126.774566900000,100,222
2024-11-21 15:.610,0102040204,2120,1,36.340174700000,124.777078300000,100,25
2024-11-21 15:.610,0102040204,2122,1,37.240989100000,126.774474100000,100,222
2024-11-21 15:.664,0102040204,2120,1,36.340184700000,124.777083000000,97,25
2024-11-21 15:.664,0102040204,2122,1,37.240914300000,126.774405200000,100,222
2024-11-21 15:.739,0102040204,2120,1,36.340194500000,124.777087400000,55,24
2024-11-21 15:.739,0102040204,2122,1,37.240856700000,126.774352100000,100,222
2024-11-21 15:.773,0102040204,2120,1,36.340203200000,124.777091200000,84,23
2024-11-21 15:.773,0102040204,2122,1,37.240811300000,126.774310000000,100,222
2024-11-21 15:.812,0102040204,2120,1,36.340210800000,124.777094500000,83,23
2024-11-21 15:.812,0102040204,2122,1,37.240774400000,126.774275700000,100,222
2024-11-21 15:.844,0102040204,2122,1,37.240743900000,126.774247300000,100,222
2024-11-21 15:.919,0102040204,2122,1,37.240717900000,126.774223000000,100,223
2024-11-21 15:.958,0102040204,2122,1,37.240695200000,126.774201900000,100,222
