ymd,hms, Latitude, Longitude
2024-11-26,12:32:35.793,37.2405037,126.7739262
2024-11-26,12:32:36.809,37.2405037,126.7739262
2024-11-26,12:32:37.793,37.2405037,126.7739262
2024-11-26,12:32:38.809,37.2405037,126.7739262
2024-11-26,12:32:39.794,37.2405037,126.7739262
2024-11-26,12:32:40.811,37.2405037,126.7739262
2024-11-26,12:32:41.795,37.2405037,126.7739262
2024-11-26,12:32:42.811,37.2405037,126.7739262
2024-11-26,12:32:43.796,37.2405037,126.7739262
2024-11-26,12:32:44.795,37.2405037,126.7739262
2024-11-26,12:32:45.796,37.2405002,126.7739243
2024-11-26,12:32:46.781,37.2404835,126.7739152
2024-11-26,12:32:47.797,37.2404548,126.7738982
2024-11-26,12:32:48.781,37.2404225,126.7738775
2024-11-26,12:32:49.797,37.2403915,126.7738575
2024-11-26,12:32:50.799,37.2403633,126.7738392
2024-11-26,12:32:51.815,37.2403488,126.7738297
2024-11-26,12:32:52.799,37.2403472,126.7738287
2024-11-26,12:32:53.814,37.2403472,126.7738287
2024-11-26,12:32:54.799,37.2403472,126.7738287
2024-11-26,12:32:55.786,37.2403472,126.7738287
2024-11-26,12:32:56.801,37.2403472,126.7738288
2024-11-26,12:32:57.786,37.2403472,126.7738287
2024-11-26,12:32:58.801,37.2403472,126.7738287
2024-11-26,12:32:59.802,37.2403472,126.7738287
2024-11-26,12:33:00.801,37.2403472,126.7738287
2024-11-26,12:33:01.786,37.2403472,126.7738287
2024-11-26,12:33:02.803,37.2403472,126.7738287
2024-11-26,12:33:03.788,37.2403472,126.7738287
2024-11-26,12:33:04.805,37.2403472,126.7738287
2024-11-26,12:33:05.790,37.2403472,126.7738288
2024-11-26,12:33:06.790,37.2403445,126.7738270
2024-11-26,12:33:07.790,37.2403312,126.7738182
2024-11-26,12:33:08.807,37.2403065,126.7738022
2024-11-26,12:33:09.823,37.2402718,126.7737795
2024-11-26,12:33:10.808,37.2402278,126.7737507
2024-11-26,12:33:11.792,37.2401723,126.7737145
2024-11-26,12:33:12.808,37.2401085,126.7736728
2024-11-26,12:33:13.793,37.2400407,126.7736282
2024-11-26,12:33:14.810,37.2399725,126.7735825
2024-11-26,12:33:15.812,37.2399092,126.7735373
2024-11-26,12:33:16.797,37.2398550,126.7734937
2024-11-26,12:33:17.812,37.2398130,126.7734565
2024-11-26,12:33:18.813,37.2397783,126.7734322
2024-11-26,12:33:19.828,37.2397493,126.7734300
2024-11-26,12:33:20.830,37.2397295,126.7734498
2024-11-26,12:33:21.815,37.2397250,126.7734838
2024-11-26,12:33:22.799,37.2397415,126.7735143
2024-11-26,12:33:23.815,37.2397748,126.7735328
2024-11-26,12:33:24.816,37.2398193,126.7735503
2024-11-26,12:33:25.833,37.2398713,126.7735775
2024-11-26,12:33:26.817,37.2399257,126.7736127
2024-11-26,12:33:27.833,37.2399783,126.7736480
2024-11-26,12:33:28.818,37.2400205,126.7736760
2024-11-26,12:33:29.834,37.2400455,126.7736920
2024-11-26,12:33:30.818,37.2400537,126.7736975
2024-11-26,12:33:31.803,37.2400535,126.7736973
2024-11-26,12:33:32.820,37.2400535,126.7736973
2024-11-26,12:33:33.836,37.2400535,126.7736975
2024-11-26,12:33:34.835,37.2400537,126.7736975
2024-11-26,12:33:35.820,37.2400537,126.7736975
2024-11-26,12:33:36.836,37.2400537,126.7736975
2024-11-26,12:33:37.805,37.2400537,126.7736975
2024-11-26,12:33:38.821,37.2400537,126.7736975
2024-11-26,12:33:39.806,37.2400537,126.7736975
2024-11-26,12:33:40.791,37.2400538,126.7736975
2024-11-26,12:33:41.807,37.2400538,126.7736975
2024-11-26,12:33:42.822,37.2400538,126.7736975
2024-11-26,12:33:43.807,37.2400538,126.7736975
2024-11-26,12:33:44.793,37.2400538,126.7736975
2024-11-26,12:33:45.809,37.2400538,126.7736975
2024-11-26,12:33:46.793,37.2400538,126.7736975
2024-11-26,12:33:47.810,37.2400537,126.7736975
2024-11-26,12:33:48.873,37.2400537,126.7736975
2024-11-26,12:33:49.794,37.2400537,126.7736975
2024-11-26,12:33:50.810,37.2400583,126.7737005
2024-11-26,12:33:51.795,37.2400767,126.7737125
2024-11-26,12:33:52.810,37.2401052,126.7737312
2024-11-26,12:33:53.796,37.2401393,126.7737535
2024-11-26,12:33:54.812,37.2401712,126.7737745
2024-11-26,12:33:55.797,37.2401887,126.7737860
2024-11-26,12:33:56.797,37.2401912,126.7737877
2024-11-26,12:33:57.813,37.2401912,126.7737877
2024-11-26,12:33:58.798,37.2401912,126.7737877
2024-11-26,12:33:59.798,37.2401912,126.7737877
2024-11-26,12:34:00.814,37.2401912,126.7737877
2024-11-26,12:34:01.799,37.2401912,126.7737877
2024-11-26,12:34:02.815,37.2401912,126.7737877
2024-11-26,12:34:03.800,37.2401912,126.7737877
2024-11-26,12:34:04.879,37.2401912,126.7737877
2024-11-26,12:34:05.801,37.2401912,126.7737877
2024-11-26,12:34:06.817,37.2401912,126.7737877
2024-11-26,12:34:07.801,37.2401912,126.7737877
2024-11-26,12:34:08.802,37.2401912,126.7737877
2024-11-26,12:34:09.818,37.2401918,126.7737882
2024-11-26,12:34:10.803,37.2401990,126.7737928
2024-11-26,12:34:11.819,37.2402200,126.7738067
2024-11-26,12:34:12.804,37.2402512,126.7738272
2024-11-26,12:34:13.804,37.2402848,126.7738492
2024-11-26,12:34:14.805,37.2403032,126.7738613
2024-11-26,12:34:15.789,37.2403050,126.7738625
2024-11-26,12:34:16.806,37.2403050,126.7738625
2024-11-26,12:34:17.806,37.2403050,126.7738625
2024-11-26,12:34:18.791,37.2403050,126.7738623
2024-11-26,12:34:19.822,37.2403050,126.7738623
2024-11-26,12:34:20.808,37.2403050,126.7738623
2024-11-26,12:34:21.793,37.2403050,126.7738623
2024-11-26,12:34:22.808,37.2403050,126.7738623
2024-11-26,12:34:23.793,37.2403050,126.7738625
2024-11-26,12:34:24.810,37.2403050,126.7738623
2024-11-26,12:34:25.779,37.2403050,126.7738623
2024-11-26,12:34:26.811,37.2403050,126.7738623
2024-11-26,12:34:27.811,37.2403050,126.7738623
2024-11-26,12:34:28.796,37.2403050,126.7738623
2024-11-26,12:34:29.812,37.2403058,126.7738630
2024-11-26,12:34:30.813,37.2403150,126.7738690
2024-11-26,12:34:31.813,37.2403392,126.7738848
2024-11-26,12:34:32.798,37.2403685,126.7739042
2024-11-26,12:34:33.815,37.2403910,126.7739190
2024-11-26,12:34:34.783,37.2403973,126.7739232
2024-11-26,12:34:35.799,37.2403972,126.7739232
2024-11-26,12:34:36.784,37.2403973,126.7739232
2024-11-26,12:34:37.800,37.2403972,126.7739232
2024-11-26,12:34:38.785,37.2403972,126.7739230
